cons_12m,cons_gas_12m,off_peak_forecast_energy,off_peak_forecast_power,imp_cons,margin_net_pow_ele,net_margin,pow_max,churn,off_peak_mean_energy,off_peak_mean_power,off_peak_diff_energy,off_peak_diff_power,origin,channel,discount_energy,active_products,antiquity
17742,66976,0.143166,44.31137796,0.0,15.16,187.71,10.392,0,0.14857883333333335,44.355820359999996,-0.006319999999999992,0.17777879999999868,ldkssxwpmemidmecebumciepifcamkci,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,MULTIPLE,RECENT
721,0,0.11634,40.606701,13.43,18.14,12.97,16.44,0,0.12538308333333328,40.6474275,-0.010108000000000103,0.16291560000000516,lxidpiddsbxsbosboudacockeimpuepw,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
8714,0,0.115174,40.606701,74.94,42.76,102.75,27.0,0,0.12275558333333335,40.6474275,-0.007801000000000002,0.16291560000000516,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
2940360,155531,0.115174,40.606701,2.64,43.64,63.7,27.6,0,0.12275558333333335,40.6474275,-0.007801000000000002,0.16291560000000516,ldkssxwpmemidmecebumciepifcamkci,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,MULTIPLE,RECENT
35005,0,0.146694,44.31137796,0.0,24.75,0.0,10.392,0,0.14989016666666666,44.26693026,0.0008660000000000057,-1.1999999998124622e-06,ldkssxwpmemidmecebumciepifcamkci,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
36726,0,0.1151819999999999,40.606701,0.0,25.92,393.32,17.320999999999998,1,0.12337666666666665,40.728885,-0.008877999999999997,0.0,lxidpiddsbxsbosboudacockeimpuepw,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
4365,0,0.144038,45.80687796,0.0,18.86,52.04,12.1,0,0.148733,44.26693026,-0.006765999999999994,-1.1999999998124622e-06,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,ONE,OLD
4859,0,0.1670859999999999,45.30837756,51.67,15.78,66.75,13.856,0,0.16866166666666668,44.26693046,-0.004627999999999993,-1.1999999998124622e-06,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,ONE,OLD
1544909,261969,0.143166,44.31137796,0.0,16.66,612.2,13.2,0,0.14701816666666667,44.341005259999996,-0.0037780000000000036,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,MULTIPLE,OLD
7105,0,0.143805,44.31137796,179.85,37.56,115.84,15.0,0,0.15046033333333333,44.26693046,-0.008031999999999984,-1.1999999998124622e-06,lxidpiddsbxsbosboudacockeimpuepw,ewpakwlliwisiwduibdlfmalxowmwpci,NO_DISCOUNT,ONE,OLD
2961,0,0.144038,46.30537836,179.02,27.52,26.93,13.943,0,0.14919983333333334,44.26693026,-0.006765999999999994,-1.1999999998124622e-06,lxidpiddsbxsbosboudacockeimpuepw,MISSING,NO_DISCOUNT,ONE,OLD
106,0,0.146694,44.31137796,0.0,26.04,0.3,10.392,0,0.1507005,44.26693046,-0.005149999999999988,-1.1999999998124622e-06,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,ONE,OLD
6533,0,0.16304,45.80687796,0.0,22.89,53.09,13.856,1,0.1672388333333333,44.40674526,-0.005558000000000091,1.6777787999999987,kamkkxfxxuwbdslkwifmmcsiusiuosws,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
8385,0,0.145137,44.31137796,0.0,21.52,124.17,13.2,0,0.14946866666666667,44.355820359999996,-0.00434699999999999,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
11251,0,0.1620329999999999,44.31137796,360.98,21.34,105.85,10.392,0,0.16673841666666667,44.40026526,-0.004678999999999989,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,ONE,OLD
6565,0,0.146348,45.30837756,0.0,18.72,95.0,13.2,0,0.1499535,44.46322686,-0.0033959999999999824,1.1777784000000011,kamkkxfxxuwbdslkwifmmcsiusiuosws,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
9,7436,0.115215,41.2733682,0.0,32.28,0.12,17.25,0,0.12416558333333334,40.565971499999996,-0.008161000000000015,3.600000006542814e-06,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,MULTIPLE,RECENT
4450,0,0.1153599999999999,41.1052014,55.38,25.77,54.42,16.5,0,0.12716066666666662,40.6212142,-0.012678999999999899,0.6629160000000098,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
2015,0,0.144902,44.31137796,0.0,9.919999999999993,30.29,13.2,0,0.14971166666666666,44.296560459999995,-0.00484699999999999,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,ONE,OLD
1564106,406995,0.102772,58.99595196,628.14,0.0,503.07,20.0,0,0.10782216666666666,58.936777510000006,-0.004723999999999895,5.880000003344321e-06,kamkkxfxxuwbdslkwifmmcsiusiuosws,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,MULTIPLE,OLD
24196,0,0.120372,40.606701,167.38,24.72,225.96,16.5,0,0.12755758333333328,40.565971499999996,-0.0072730000000000156,3.600000006542814e-06,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
35995,0,0.164448,44.31137796,0.0,6.45,276.62,13.856,0,0.16607975,44.34100536,-0.0012549999999999784,0.17777879999999868,ldkssxwpmemidmecebumciepifcamkci,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
2050,0,0.141434,44.31137796,52.09,13.35,24.46,13.8,0,0.14601041666666667,44.44470995999999,-0.0034370000000000234,0.0,kamkkxfxxuwbdslkwifmmcsiusiuosws,ewpakwlliwisiwduibdlfmalxowmwpci,NO_DISCOUNT,ONE,RECENT
8491,0,0.144558,44.31137796,151.11,18.62,124.06,13.2,0,0.14749658333333335,44.44470995999999,-0.0018129999999999813,0.0,OTHER,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
55231,0,0.1151819999999999,40.606701,182.02,96.62,528.24,80.0,1,0.12362358333333333,40.6745798,-0.010224999999999984,0.16291560000000516,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,MULTIPLE,RECENT
63156,0,0.112922,40.606701,560.38,7.32,574.3,43.45,0,0.12261991666666666,40.5931235,-0.010492999999999988,0.16291560000000516,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,ONE,OLD
8286,0,0.1457109999999999,44.31137796,277.75,19.11,129.42,10.35,0,0.14991325,44.370635459999995,-0.0037669999999999926,0.17777879999999868,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,ONE,OLD
24038,0,0.165214,44.31137796,0.0,25.56,33.89,13.856,0,0.16721850000000002,44.37063526,-0.0024069999999999925,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,ONE,OLD
13503,0,0.144149,44.31137796,296.74,21.34,158.33,10.392,0,0.1483705833333333,44.40026526,-0.003400999999999904,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,OLD
4381,0,0.16695,44.31137796,82.58,16.92,45.12,10.392,0,0.1708356666666667,44.355820359999996,-0.0029840000000000144,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
89904,0,0.114481,40.606701,473.19,19.2,645.67,33.0,0,0.12241441666666668,40.728885,-0.008414000000000005,0.0,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
89379,0,0.114782,40.606701,0.0,5.0,255.4,15.001,0,0.12505341666666667,40.5931235,-0.011526999999999996,0.16291560000000516,kamkkxfxxuwbdslkwifmmcsiusiuosws,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
533498,0,0.1634789999999999,44.31137796,439.86,23.28,301.45,10.35,1,0.16801733333333335,44.38545035999999,-0.00415299999999999,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,ONE,RECENT
62744,0,0.1457109999999999,44.31137796,0.0,24.42,0.0,13.2,0,0.14991325,44.37063516,-0.0037669999999999926,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,ONE,OLD
1494,0,0.1458839999999999,44.31137796,30.59,23.76,21.24,10.392,0,0.1499648333333333,44.40026526,-0.002818000000000015,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,ONE,RECENT
84527,0,0.144149,44.31137796,0.0,27.03,686.42,13.15,1,0.14488858333333335,44.40026526,-0.0034009999999999874,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
12501,0,0.1152369999999999,40.9390266,104.23,23.35,123.2,18.4,0,0.1242510833333333,40.8122184,-0.009830999999999993,0.3333336000000031,kamkkxfxxuwbdslkwifmmcsiusiuosws,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
13276,0,0.143166,44.31137796,0.0,16.66,169.64,13.2,0,0.14725083333333336,44.341005259999996,-0.0037780000000000036,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,ewpakwlliwisiwduibdlfmalxowmwpci,NO_DISCOUNT,ONE,OLD
8476,0,0.14346,45.30837756,0.0,15.12,103.8,13.2,0,0.15000933333333333,44.29656036,-0.007920999999999984,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
33453,0,0.168242,45.80687796,0.0,24.2,40.05,13.856,0,0.170397,44.56137546,-0.001492000000000021,1.6777787999999987,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
14707,0,0.1457109999999999,44.31137796,0.0,19.48,88.35,13.856,0,0.14979741666666666,44.341005259999996,-0.0037669999999999926,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
16632,0,0.144963,44.31137796,0.0,34.68,45.26,13.856,1,0.1504535,44.29656036,-0.006287999999999988,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
174,0,0.245926,53.28437796,0.0,124.42,16.49,13.856,0,0.2260133333333333,50.38545035999999,0.0699469999999999,9.177778799999999,lxidpiddsbxsbosboudacockeimpuepw,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
3657,0,0.114604,40.606701,34.76,33.72,39.78,30.0,0,0.12240716666666666,40.6202755,-0.008381,0.16291560000000516,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,ONE,OLD
17360,27928,0.1457109999999999,44.31137796,0.0,25.47,122.66,13.8,0,0.14991325,44.370635359999994,-0.0037669999999999926,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,MULTIPLE,OLD
15600,0,0.161454,44.31137796,0.0,19.28,148.49,10.392,0,0.16635533333333333,44.38545026,-0.005259999999999987,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,ONE,RECENT
7359,0,0.165793,44.31137796,165.24,10.03,76.35,10.35,0,0.16883391666666667,44.31137546,-0.0024109999999999965,0.17777879999999868,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,ONE,OLD
33,0,0.115174,40.606701,1.08,23.72,0.3,15.001,0,0.12275558333333335,40.6474275,-0.007801000000000002,0.16291560000000516,kamkkxfxxuwbdslkwifmmcsiusiuosws,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,ONE,OLD
103450,0,0.1457109999999999,44.31137796,0.0,18.62,66.31,13.2,0,0.14979741666666666,44.34100536,-0.0037669999999999926,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
2239,0,0.1457109999999999,44.31137796,56.6,24.4,33.72,15.0,0,0.14985533333333334,44.35582046,-0.0037669999999999926,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
8950,12640,0.14317,44.31137796,211.5,31.64,129.86,13.856,1,0.14644458333333335,44.355820359999996,-0.0005300000000000027,0.17777879999999868,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,MULTIPLE,OLD
2642,0,0.1383049999999999,44.31137796,0.0,23.76,3.55,10.392,0,0.17613350000000003,48.01674526,-0.139414,-14.762221200000006,ldkssxwpmemidmecebumciepifcamkci,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
131152,0,0.140621,44.31137796,0.0,7.8,6.5,10.392,0,0.14513041666666668,44.37063526,-0.004249000000000003,0.17777879999999868,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,ONE,OLD
7950,0,0.141666,44.31137796,0.0,12.36,104.89,10.392,0,0.14723941666666665,44.31137536,-0.005334000000000005,-1.1999999998124622e-06,lxidpiddsbxsbosboudacockeimpuepw,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
13831,0,0.140621,44.31137796,331.44,16.66,142.55,13.2,0,0.14497258333333335,44.341005259999996,-0.004249000000000003,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
4331,0,0.1457109999999999,44.31137796,129.97,11.24,76.51,15.0,0,0.14968158333333334,44.31137526,-0.0037669999999999926,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
1162013,0,0.1457109999999999,44.31137796,0.0,24.42,46.81,13.2,0,0.14991325,44.37063496,-0.0037669999999999926,0.1777799999999985,kamkkxfxxuwbdslkwifmmcsiusiuosws,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,ONE,OLD
2040,0,0.164197,46.30537836,0.0,34.68,32.62,13.856,1,0.16772050000000002,44.44841216,-0.004397999999999985,2.1777792000000034,kamkkxfxxuwbdslkwifmmcsiusiuosws,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,MULTIPLE,OLD
37451,229003,0.1169099999999999,40.606701,240.6,18.72,391.68,20.4,1,0.12449308333333332,40.6474275,-0.007793999999999995,0.16291560000000516,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,MULTIPLE,RECENT
7584,0,0.142822,44.31137796,0.0,14.64,40.58,10.39,0,0.14762091666666668,44.34100546,-0.006669000000000008,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
6129,0,0.13744,44.31137796,0.0,31.32,88.8,12.5,0,0.14523016666666666,44.26693036,-0.009304000000000007,-1.1999999998124622e-06,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
1333,0,0.1457109999999999,44.31137796,0.0,21.52,20.1,13.2,0,0.14979741666666666,44.34100536,-0.0037669999999999926,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,ewpakwlliwisiwduibdlfmalxowmwpci,NO_DISCOUNT,ONE,OLD
58559,14455,0.120372,40.606701,517.28,89.88,553.6,60.0,0,0.11697941083333334,40.7017324,-0.00567993,0.16291560000000516,ldkssxwpmemidmecebumciepifcamkci,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,MULTIPLE,RECENT
25352,0,0.114603,40.606701,187.34,15.24,296.04,19.8,0,0.12763075,40.728885,0.045793,0.0,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
144794,0,0.143166,44.31137796,417.08,21.34,329.11,10.392,0,0.14763108333333333,44.40026526,-0.004386999999999891,0.17777879999999868,ldkssxwpmemidmecebumciepifcamkci,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
132949,0,0.1169,40.606701,168.16,24.72,179.05,16.5,0,0.12404141666666667,40.565971499999996,-0.006694999999999993,3.600000006542814e-06,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
35233,0,0.1152369999999999,40.606701,553.64,1.2,443.46,26.4,0,0.12416558333333334,40.565971499999996,-0.008161000000000015,3.600000006542814e-06,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,ONE,OLD
1743025,0,0.114481,40.606701,573.96,12.46,714.15,15.785,0,0.12235158333333333,40.6745798,-0.008497000000000005,0.16291560000000516,kamkkxfxxuwbdslkwifmmcsiusiuosws,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,ONE,OLD
14681,0,0.1409119999999999,44.31137796,184.91,23.4,183.81,10.392,0,0.14292666666666667,43.7538082,0.016376999999999975,3.8787405600000042,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,ONE,OLD
916711,0,0.114481,40.606701,729.37,79.0,923.36,100.0,0,0.12237958333333333,40.6610035,-0.008497000000000005,0.16291560000000516,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,ONE,OLD
87509,0,0.111702,40.606701,265.66,15.12,598.79,15.2,0,0.12274183333333333,40.565971499999996,-0.004959999999999992,3.600000006542814e-06,ldkssxwpmemidmecebumciepifcamkci,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
3982,0,0.1152369999999999,41.27136420000001,19.51,33.51,28.48,17.320999999999998,0,0.12406833333333334,40.6351028,-0.009328000000000017,0.8295828000000043,ldkssxwpmemidmecebumciepifcamkci,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,ONE,RECENT
8880,0,0.146694,44.31137796,149.34,34.27,139.11,15.0,0,0.15121008333333333,44.40026526,-0.0045469999999999955,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
2292,0,0.144039,46.30537836,0.0,20.54,31.56,10.392,0,0.15000933333333333,44.26693046,-0.007920999999999984,-1.1999999998124622e-06,lxidpiddsbxsbosboudacockeimpuepw,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
2882597,976731,0.1169019999999999,40.606701,51.98,37.44,76.71,15.001,0,0.12404325000000001,40.5659712,-0.006692999999999991,3.600000006542814e-06,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,MULTIPLE,OLD
21993,0,0.165022,44.31137796,517.0,6.45,156.0,13.856,0,0.16822033333333333,44.281745459999996,-0.0029879999999999907,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
791,0,0.143459,46.30537836,0.0,27.28,8.87,13.856,0,0.14905558333333332,44.26693036,-0.007342999999999988,-1.1999999998124622e-06,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,ONE,OLD
10552,0,0.143166,44.31137796,0.0,19.28,142.32,13.2,0,0.14730783333333333,44.355820359999996,-0.0037780000000000036,0.17777879999999868,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,ONE,OLD
97289,0,0.146694,44.31137796,0.0,33.12,51.43,13.2,0,0.15064316666666666,44.26693026,-0.005149999999999988,-1.1999999998124622e-06,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,ONE,OLD
60289,0,0.144058,44.31137796,739.27,4.04,723.29,15.0,0,0.14755358333333332,44.26693046,-0.00503099999999998,-1.1999999998124622e-06,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
822,0,0.146694,44.31137796,0.0,28.8,12.89,11.5,0,0.15016616666666668,44.26693026,-0.005149999999999988,-1.1999999998124622e-06,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,ONE,RECENT
3926060,1959386,0.161454,44.31137796,564.9,24.52,395.07,13.2,0,0.166182,44.38545035999999,-0.004739999999999994,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,MULTIPLE,RECENT
17175,0,0.1463269999999999,44.44470996,0.0,31.32,414.7,13.9,0,0.07557741666666666,0.0,0.111292,0.0,lxidpiddsbxsbosboudacockeimpuepw,MISSING,NO_DISCOUNT,ONE,OLD
33978,714081,0.1152369999999999,40.606701,364.32,0.84,399.65,19.8,0,0.12416558333333334,40.565971499999996,-0.008161000000000015,3.600000006542814e-06,kamkkxfxxuwbdslkwifmmcsiusiuosws,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,MULTIPLE,OLD
11091,5589,0.1151819999999999,40.606701,75.21,17.23,134.06,25.0,0,0.12548899999999996,40.6202755,-0.012856999999999896,0.16291560000000516,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,MULTIPLE,RECENT
40714,0,0.114594,40.606701,125.27,20.37,226.77,15.1,0,0.12310716666666666,40.68815609999999,-0.012559000000000015,0.16291560000000516,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,ONE,OLD
12828,0,0.146694,44.31137796,0.0,33.12,45.11,13.2,0,0.15064316666666666,44.26693026,-0.005149999999999988,-1.1999999998124622e-06,kamkkxfxxuwbdslkwifmmcsiusiuosws,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
62955,0,0.1169019999999999,40.606701,455.85,30.96,577.91,31.05,0,0.12459408333333329,40.728885,-0.007267000000000107,0.0,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
14281,0,0.1153599999999999,40.606701,0.0,9.28,196.22,27.713,0,0.12541724999999995,40.6202755,-0.012678999999999899,0.16291560000000516,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
6859,0,0.1169,40.606701,58.07,74.89,75.23,33.0,0,0.12417433333333333,40.68815609999999,-0.006191999999999989,0.16291560000000516,kamkkxfxxuwbdslkwifmmcsiusiuosws,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
14520,0,0.143166,44.31137796,0.0,16.66,207.45,13.2,0,0.14725083333333336,44.34100536,-0.0037780000000000036,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,OLD
21037,0,0.1152369999999999,40.606701,225.08,6.6,249.84,19.8,0,0.12397108333333334,40.5931235,-0.009328000000000017,0.16291560000000516,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,ONE,OLD
10682,0,0.145342,44.44470996,0.0,24.78,133.51,13.164,0,0.0006,0.0,0.0,0.0,lxidpiddsbxsbosboudacockeimpuepw,MISSING,NO_DISCOUNT,ONE,OLD
10418,0,0.1457109999999999,44.31137796,0.0,7.8,140.87,10.392,0,0.14982333333333334,44.355820359999996,-0.0037669999999999926,0.17777879999999868,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,ONE,RECENT
182009,0,0.1646369999999999,44.31137796,1321.67,15.36,556.15,14.5,0,0.16728366666666664,44.32619055999999,-0.0015469999999999928,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,MISSING,NO_DISCOUNT,ONE,RECENT
29859,0,0.1157509999999999,40.606701,317.22,34.56,330.59,23.1,0,0.12327375,40.7017324,-0.0073529999999999845,0.16291560000000516,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,ONE,OLD
14456,47596,0.161365,41.1052014,161.75,81.36,154.08,27.713,0,0.1474395,40.9110037,0.035053,0.6629160000000098,lxidpiddsbxsbosboudacockeimpuepw,usilxuppasemubllopkaafesmlibmsdf,DISCOUNT,MULTIPLE,RECENT
912,0,0.1670859999999999,46.30537836,0.0,28.76,10.95,13.856,0,0.20792866666666665,45.87489376,-0.047990000000000005,0.6837792000000036,ldkssxwpmemidmecebumciepifcamkci,MISSING,NO_DISCOUNT,ONE,OLD
22125,0,0.115174,40.606701,125.82,9.36,298.37,15.001,0,0.12269558333333334,40.6202755,-0.007801000000000002,0.16291560000000516,kamkkxfxxuwbdslkwifmmcsiusiuosws,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,OLD
1887,0,0.16695,44.31137796,0.0,11.54,22.6,11.951,0,0.17042466666666667,44.31137546,-0.0029840000000000144,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
7465,0,0.1457109999999999,44.31137796,0.0,16.84,111.44,10.35,0,0.14985533333333334,44.35582026,-0.0037669999999999926,0.17777879999999868,kamkkxfxxuwbdslkwifmmcsiusiuosws,usilxuppasemubllopkaafesmlibmsdf,NO_DISCOUNT,ONE,RECENT
12812,0,0.143166,44.31137796,187.55,12.48,157.03,14.49,0,0.14904333333333333,44.31137546,-0.006319999999999992,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
1564106,406995,0.143801,44.31137796,0.15,31.2,169.79,13.856,0,0.14766658333333332,44.26693046,-0.0041110000000000035,-1.1999999998124622e-06,kamkkxfxxuwbdslkwifmmcsiusiuosws,lmkebamcaaclubfxadlmueccxoimlema,NO_DISCOUNT,MULTIPLE,OLD
39612,0,0.143166,44.31137796,465.89,18.27,520.2,11.0,0,0.14736483333333336,44.370635459999995,-0.0037780000000000036,0.17777879999999868,lxidpiddsbxsbosboudacockeimpuepw,foosdfpfkusacimwkcsosbicdxkicaua,NO_DISCOUNT,ONE,RECENT
